dataset,epochs,way,train_shot,test_shot,x_dim,z_dim,optimizer,lr,initialization,channels,loss,trials,silent,split,in_alphabet,add_rotations,gpu,accuracy,duration_sec
omniglot,1,10,3,1,28,1000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.37799999999999995,8.895928144454958
omniglot,1,10,3,1,28,1000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.102,9.175964832305908
omniglot,1,10,3,1,28,1000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.098,9.142990827560423
omniglot,1,10,3,1,28,1000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.098,9.164306640625
omniglot,1,10,3,1,28,1000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.103,8.378411293029785
omniglot,1,10,3,1,28,1000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.098,8.373799085617065
omniglot,1,10,3,1,28,1000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.098,8.371992826461794
omniglot,1,10,3,1,28,2000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.044,15.04102087020874
omniglot,1,10,3,1,28,2000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.318,14.702453851699829
omniglot,1,10,3,1,28,2000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.3940000000000001,14.959256887435913
omniglot,1,10,3,1,28,2000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.102,15.420306205749512
omniglot,1,10,3,1,28,2000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.097,15.512770414352415
omniglot,1,10,3,1,28,2000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.096,15.527603387832642
omniglot,1,10,3,1,28,2000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.102,13.838821411132812
omniglot,1,10,3,1,28,2000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.098,13.75117301940918
omniglot,1,10,3,1,28,2000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.096,13.726630449295044
omniglot,1,10,3,1,28,3000,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.051,20.876491785049442
omniglot,1,10,3,1,28,3000,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.301,20.933903694152832
omniglot,1,10,3,1,28,3000,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.3679999999999999,21.059780597686764
omniglot,1,10,3,1,28,3000,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.09999999999999998,21.88022804260254
omniglot,1,10,3,1,28,3000,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.095,21.908196210861206
omniglot,1,10,3,1,28,3000,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.095,21.874282121658325
omniglot,1,10,3,1,28,3000,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.09999999999999998,19.486443758010864
omniglot,1,10,3,1,28,3000,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.095,19.49333548545837
omniglot,1,10,3,1,28,3000,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.095,19.23624587059021
omniglot,1,10,5,1,28,50,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.4590000000000001,4.348933935165404
omniglot,1,10,5,1,28,50,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.17300000000000001,4.357757568359375
omniglot,1,10,5,1,28,50,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.142,4.337794303894043
omniglot,1,10,5,1,28,50,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.113,4.701127767562866
omniglot,1,10,5,1,28,50,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.113,4.68471884727478
omniglot,1,10,5,1,28,50,adadelta,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.113,4.672988414764403
omniglot,1,10,5,1,28,50,sgd,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.113,3.566162586212158
omniglot,1,10,5,1,28,50,sgd,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.113,3.559071779251098
omniglot,1,10,5,1,28,50,sgd,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.113,3.5431065559387207
omniglot,1,10,5,1,28,100,adam,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.369,4.630035400390625
omniglot,1,10,5,1,28,100,adam,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.249,4.6042141914367685
omniglot,1,10,5,1,28,100,adam,0.0005,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.165,4.605353116989137
omniglot,1,10,5,1,28,100,adadelta,0.01,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.094,4.9176509380340585
omniglot,1,10,5,1,28,100,adadelta,0.001,xavier_normal,1,MSELoss(),100,True,test,False,True,0,0.092,4.896038293838501
